Identifiant,Segmentation,Transcription,Pages,Imprimeur,Titre bref,Auteur,Date,Lieu,Lien fac-similé numérique,Exemplaire,Notes
CRRWK01,gold,gold (gothique),15,[Wygand Koeln],Chansons nouvelles demonstrantz plusieurs erreurs et faulsetez,[Matthieu Malingre?],[1535?],[Genève],https://doi.org/10.3931/e-rara-576,Zurich ZB - Res 1328,
